"order_number","product","customer_id","date","price"
136858,"GJHHI",70840,2020-01-21,118
488736,"GJHHI",86098,2020-09-12,118
782983,"GJHHI",60716,2020-07-24,118
342587,"GJHHI",98582,2020-03-23,118
913587,"GJHHI",49834,2020-01-09,118
436093,"GJHHI",11572,2020-04-20,118
766436,"GJHHI",99179,2020-04-28,118
807902,"GJHHI",42747,2020-01-08,118
467771,"GJHHI",41452,2020-02-12,118
341111,"GJHHI",13819,2020-03-09,118
104604,"GJHHI",88663,2020-06-01,118
262337,"GJHHI",53490,2020-10-11,118
428801,"GJHHI",70888,2020-10-01,118
99981,"GJHHI",76735,2020-06-01,118
647871,"GJHHI",45127,2020-11-09,118
206059,"GJHHI",79685,2020-08-22,118
423255,"GJHHI",25366,2020-04-11,118
169515,"GJHHI",41976,2020-09-04,118
947801,"GJHHI",85260,2020-09-29,118
938925,"GJHHI",77455,2020-02-18,118
975091,"GJHHI",73230,2020-12-27,118
261851,"GJHHI",54937,2020-06-24,118
953872,"GJHHI",41871,2020-03-13,118
980098,"GJHHI",29904,2020-12-29,118
862866,"GJHHI",12503,2020-05-12,118
668011,"GJHHI",70687,2020-12-15,118
309588,"GJHHI",58676,2020-07-09,118
546037,"GJHHI",33013,2020-11-27,118
543073,"GJHHI",89598,2020-09-26,118
754517,"GJHHI",61915,2020-05-30,118
567523,"GJHHI",47245,2020-10-28,118
645899,"GJHHI",28683,2020-03-14,118
890425,"GJHHI",30038,2020-12-13,118
305459,"GJHHI",88351,2020-06-01,118
363354,"GJHHI",21389,2020-10-25,118
306203,"GJHHI",26006,2020-01-19,118
950888,"GJHHI",42867,2020-11-09,118
777513,"GJHHI",53228,2020-05-27,118
449196,"GJHHI",46592,2020-03-27,118
939563,"GJHHI",16699,2020-10-31,118
157757,"GJHHI",82728,2020-09-19,118
813765,"GJHHI",66584,2020-06-20,118
344067,"GJHHI",89731,2020-06-15,118
13560,"GJHHI",22256,2020-11-06,118
382195,"GJHHI",65434,2020-01-30,118
214630,"GJHHI",81947,2020-01-07,118
218967,"GJHHI",54369,2020-09-29,118
508962,"GJHHI",66160,2020-05-10,118
617235,"HBHIB",85419,2020-09-25,22
773287,"HBHIB",97833,2020-08-04,22
703723,"HBHIB",17155,2020-09-10,22
678932,"HBHIB",20886,2020-10-15,22
913426,"HBHIB",46713,2020-11-21,22
339995,"HBHIB",88983,2020-09-01,22
996027,"HBHIB",54108,2020-11-04,22
454086,"HBHIB",40753,2020-10-15,22
95750,"HBHIB",45543,2020-09-01,22
885225,"HBHIB",98159,2020-09-20,22
441900,"HBHIB",91639,2020-09-08,22
815977,"HBHIB",41915,2020-11-03,22
698232,"HBHIB",74859,2020-09-19,22
590695,"HBHIB",52730,2020-10-17,22
714344,"HBHIB",94374,2020-08-08,22
794027,"HBHIB",87465,2020-10-10,22
690683,"HBHIB",99852,2020-08-07,22
323425,"HBHIB",37427,2020-08-29,22
382669,"HBHIB",10862,2020-10-11,22
917525,"HBHIB",31533,2020-11-09,22
173015,"HBHIB",40043,2020-09-03,22
241411,"HBHIB",60907,2020-10-07,22
639092,"HBHIB",33346,2020-08-04,22
983811,"HBHIB",21417,2020-10-03,22
104930,"HBHIB",62687,2020-11-09,22
768987,"HBHIB",45826,2020-08-16,22
493699,"HBHIB",13469,2020-11-10,22
866247,"HBHIB",43099,2020-08-21,22
254701,"HBHIB",96793,2020-09-26,22
431887,"HBHIB",59085,2020-08-21,22
904885,"HBHIB",86721,2020-08-04,22
441663,"HBHIB",76902,2020-08-09,22
507131,"HBHIB",47343,2020-08-24,22
207643,"HBHIB",97936,2020-11-05,22
965379,"HBHIB",66156,2020-08-18,22
94356,"HBHIB",97660,2020-10-24,22
738896,"HBHIB",44575,2020-08-30,22
990203,"HBHIB",75469,2020-10-09,22
41301,"HBHIB",94081,2020-11-01,22
587810,"HBHIB",26421,2020-09-21,22
861044,"HBHIB",70391,2020-08-07,22
994450,"HBHIB",98787,2020-10-30,22
536306,"HBHIB",10498,2020-10-23,22
767177,"HBHIB",10053,2020-10-13,22
391020,"HBHIB",16653,2020-09-24,22
903005,"HBHIB",33425,2020-09-05,22
870199,"HBHIB",98454,2020-08-14,22
366516,"HBHIB",83761,2020-11-21,22
905385,"HBHIB",88475,2020-08-10,22
107856,"HBHIB",46317,2020-08-14,22
254494,"HBHIB",16550,2020-09-11,22
747253,"HBHIB",26942,2020-08-13,22
985921,"HBHIB",88207,2020-10-27,22
202041,"HBHIB",52164,2020-11-17,22
225535,"HBHIB",66170,2020-08-25,22
548803,"HBHIB",28360,2020-09-26,22
851321,"HBHIB",12626,2020-08-18,22
621854,"HBHIB",10413,2020-09-16,22
678344,"HBHIB",30788,2020-08-08,22
379226,"HBHIB",61958,2020-09-09,22
832539,"HBHIB",23176,2020-08-06,22
589647,"HBHIB",51264,2020-10-02,22
639939,"HBHIB",77226,2020-08-01,22
873827,"HBHIB",63305,2020-08-07,22
428984,"HBHIB",76544,2020-09-23,22
13067,"HBHIB",97320,2020-08-11,22
51236,"HBHIB",77188,2020-10-13,22
670241,"HBHIB",16910,2020-09-13,22
106274,"HBHIB",91067,2020-09-17,22
581918,"HBHIB",36286,2020-09-24,22
575792,"HBHIB",82244,2020-10-25,22
11826,"HBHIB",12153,2020-10-04,22
216900,"HBHIB",21863,2020-10-24,22
400721,"HBHIB",25634,2020-10-11,22
318589,"HBHIB",66507,2020-08-27,22
906966,"HBHIB",47967,2020-09-09,22
283107,"HBHIB",10933,2020-09-08,22
282641,"HBHIB",16970,2020-09-25,22
6033,"HBHIB",57874,2020-08-12,22
249798,"HBHIB",10714,2020-08-22,22
344844,"HBHIB",43546,2020-08-31,22
422438,"HBHIB",41915,2020-10-14,22
701054,"HBHIB",26346,2020-10-21,22
52048,"HBHIB",22798,2020-09-26,22
34424,"HBHIB",31723,2020-10-03,22
856701,"HBHIB",58631,2020-10-01,22
400835,"HBHIB",91603,2020-08-02,22
58314,"HBHIB",41742,2020-09-04,22
807695,"HBHIB",84609,2020-10-23,22
885380,"HBHIB",30179,2020-10-14,22
918600,"HBHIB",25399,2020-09-21,22
196365,"HBHIB",13069,2020-11-08,22
200568,"HBHIB",29961,2020-11-05,22
846155,"HBHIB",67670,2020-11-06,22
467966,"HBHIB",98303,2020-09-07,22
344485,"HBHIB",60437,2020-09-02,22
95643,"HBHIB",84168,2020-08-29,22
902483,"HBHIB",39147,2020-08-18,22
636364,"HBHIB",87816,2020-09-03,22
148375,"HBHIB",17670,2020-08-11,22
574388,"HBHIB",13587,2020-08-07,22
650082,"HBHIB",50319,2020-09-11,22
770227,"HBHIB",98924,2020-08-20,22
269319,"HBHIB",90596,2020-09-06,22
787447,"HBHIB",64194,2020-11-28,22
793554,"HBHIB",43536,2020-09-26,22
990341,"HBHIB",29306,2020-08-16,22
765558,"HBHIB",33485,2020-09-11,22
49713,"HBHIB",75931,2020-09-30,22
246148,"GJBBJ",61126,2020-01-12,207
260552,"GJBBJ",86035,2020-01-08,207
476462,"GJBBJ",50401,2020-01-29,207
925900,"GJBBJ",58580,2020-01-28,207
77179,"GJBBJ",98065,2020-01-05,207
334404,"GJBBJ",37163,2020-01-18,207
798330,"GJBBJ",23453,2020-01-09,207
663352,"GJBBJ",64380,2020-01-22,207
452952,"GJBBJ",16544,2020-01-24,207
257230,"GJBBJ",59117,2020-01-22,207
970935,"GJBBJ",32511,2020-01-01,207
65613,"GJBBJ",68910,2020-01-29,207
114753,"GJBBJ",83922,2020-01-14,207
148851,"GJBBJ",89234,2020-01-19,207
610538,"GJBBJ",47769,2020-01-06,207
19637,"GJBBJ",24559,2020-01-26,207
886755,"GJBBJ",48893,2020-01-06,207
823459,"GJBBJ",80071,2020-01-31,207
326991,"GJBBJ",33718,2020-01-13,207
650325,"GJBBJ",61521,2020-01-30,207
603225,"GJBBJ",19552,2020-01-01,207
83467,"GJBBJ",71844,2020-01-04,207
296024,"GJBBJ",55638,2020-01-16,207
597074,"GJBBJ",65991,2020-01-06,207
970305,"GJBBJ",52087,2020-01-18,207
546159,"GJBBJ",47104,2020-01-21,207
960466,"GJBBJ",84782,2020-01-13,207
875416,"GJBBJ",69024,2020-01-08,207
333429,"GJBBJ",81845,2020-01-24,207
965692,"GJBBJ",20632,2020-01-06,207
565721,"GJBBJ",37201,2020-01-22,207
217156,"GJBBJ",69685,2020-01-19,207
465967,"GJBBJ",16773,2020-01-03,207
11136,"GJBBJ",76559,2020-01-10,207
509074,"GJBBJ",64844,2020-01-12,207
418501,"GJBBJ",19193,2020-01-28,207
30570,"GJBBJ",48047,2020-01-11,207
539625,"GJBBJ",44129,2020-01-03,207
507004,"GJBBJ",92898,2020-01-09,207
857383,"GJBBJ",80408,2020-01-16,207
98312,"GJBBJ",96510,2020-01-18,207
427036,"GJBBJ",76522,2020-01-07,207
661762,"GJBBJ",67862,2020-01-26,207
556407,"GJBBJ",74403,2020-01-17,207
139505,"GJBBJ",17849,2020-01-12,207
823495,"GJBBJ",38439,2020-01-03,207
153804,"GJBBJ",22092,2020-01-13,207
460269,"GJBBJ",88507,2020-01-14,207
179741,"GJBBJ",63092,2020-01-20,207
712042,"GJBBJ",12700,2020-01-25,207
647195,"GJBBJ",98240,2020-01-24,207
859589,"GJBBJ",99100,2020-01-28,207
515359,"GJBBJ",72113,2020-01-29,207
838817,"GJBBJ",58718,2020-01-24,207
105101,"GJBBJ",56446,2020-01-25,207
382138,"GJBBJ",63233,2020-01-26,207
962122,"GJBBJ",80279,2020-01-01,207
124874,"GJBBJ",12451,2020-01-15,207
492666,"GJBBJ",41295,2020-01-05,207
697735,"GJBBJ",10391,2020-01-21,207
223781,"GJBBJ",58856,2020-01-23,207
739156,"GJBBJ",13197,2020-01-22,207
542081,"GJBBJ",40847,2020-01-14,207
141446,"GJBBJ",79895,2020-01-01,207
721947,"GJBBJ",81883,2020-01-23,207
688058,"GJBBJ",70840,2020-01-06,207
802670,"GJBBJ",27839,2020-01-27,207
600924,"GJBBJ",43654,2020-01-02,207
389351,"GJBBJ",56141,2020-01-29,207
311378,"GJBBJ",78992,2020-01-26,207
664920,"GJBBJ",61660,2020-01-19,207
508083,"JACHE",47408,2020-12-07,103
483269,"JACHE",97435,2020-11-04,103
874286,"JACHE",38296,2020-11-20,103
129598,"JACHE",81660,2020-10-13,103
11668,"JACHE",62666,2020-09-22,103
443798,"JACHE",99098,2020-11-16,103
871601,"JACHE",32235,2020-09-06,103
548259,"JACHE",72698,2020-12-05,103
174489,"JACHE",26843,2020-09-25,103
452502,"JACHE",98436,2020-11-23,103
392212,"JACHE",84958,2020-09-02,103
325347,"JACHE",45634,2020-10-16,103
771106,"JACHE",67951,2020-10-21,103
470783,"JACHE",84259,2020-12-18,103
979993,"JACHE",64842,2020-10-19,103
465917,"JACHE",91096,2020-12-23,103
429132,"JACHE",82027,2020-12-16,103
958056,"JACHE",62346,2020-11-14,103
253483,"JACHE",95353,2020-12-14,103
160295,"JACHE",37219,2020-10-03,103
173269,"JACHE",16057,2020-10-16,103
828728,"JACHE",23189,2020-09-14,103
893588,"JACHE",91341,2020-09-10,103
243832,"JACHE",80835,2020-10-09,103
773815,"JACHE",97765,2020-12-02,103
441832,"JACHE",40653,2020-10-12,103
337611,"JACHE",46497,2020-10-31,103
497861,"JACHE",41649,2020-12-14,103
953095,"JACHE",93945,2020-12-17,103
696730,"JACHE",59085,2020-11-27,103
527236,"JACHE",80322,2020-11-18,103
968872,"JACHE",38646,2020-12-24,103
785531,"JACHE",22050,2020-09-16,103
921561,"JACHE",79136,2020-11-02,103
917421,"JACHE",18771,2020-11-21,103
22350,"JACHE",90349,2020-12-10,103
486680,"JACHE",57587,2020-09-30,103
206788,"JACHE",77259,2020-09-26,103
900782,"JACHE",94484,2020-09-01,103
143588,"JACHE",74000,2020-12-05,103
525767,"JACHE",66362,2020-12-30,103
394157,"JACHE",82962,2020-11-09,103
914661,"JACHE",77289,2020-09-19,103
722409,"JACHE",73216,2020-09-15,103
506514,"JACHE",23566,2020-11-06,103
190863,"JACHE",57845,2020-11-27,103
455688,"JACHE",89689,2020-11-20,103
310119,"JACHE",59024,2020-12-24,103
32219,"JACHE",36856,2020-10-09,103
202187,"JACHE",31840,2020-12-11,103
76988,"JACHE",80899,2020-12-26,103
714819,"JACHE",61328,2020-09-12,103
166057,"JACHE",51622,2020-10-20,103
662302,"JACHE",37901,2020-11-11,103
673752,"JACHE",30868,2020-09-28,103
643030,"JACHE",80555,2020-09-04,103
98054,"JACHE",16543,2020-12-21,103
927363,"JACHE",79129,2020-10-23,103
179352,"JACHE",76770,2020-10-06,103
197988,"JACHE",42964,2020-11-14,103
332465,"JACHE",42224,2020-11-28,103
969881,"JACHE",31844,2020-10-30,103
756551,"JACHE",65976,2020-11-17,103
607500,"JACHE",85774,2020-11-27,103
697322,"JACHE",92149,2020-11-17,103
609357,"JACHE",32521,2020-11-05,103
312348,"JACHE",80752,2020-10-29,103
469180,"JACHE",62201,2020-11-08,103
485900,"JACHE",13339,2020-11-09,103
519441,"JACHE",70929,2020-09-13,103
276860,"JACHE",77376,2020-10-07,103
929627,"JACHE",27772,2020-10-16,103
227170,"JACHE",68959,2020-12-19,103
878248,"JACHE",43092,2020-11-04,103
276988,"JACHE",99174,2020-10-15,103
953149,"JACHE",94825,2020-09-12,103
645576,"JACHE",56279,2020-09-10,103
131682,"JACHE",45324,2020-11-03,103
520402,"JACHE",39135,2020-10-08,103
803130,"JACHE",50519,2020-10-21,103
506176,"JACHE",43229,2020-11-15,103
865247,"JACHE",98329,2020-12-25,103
139370,"JACHE",74227,2020-12-05,103
525488,"JACHE",85673,2020-12-05,103
195856,"JACHE",28052,2020-11-14,103
890288,"JACHE",45061,2020-10-16,103
148687,"JACHE",22132,2020-11-09,103
262147,"JACHE",10465,2020-09-21,103
401303,"JACHE",14765,2020-12-07,103
403874,"JACHE",51307,2020-12-23,103
121214,"JACHE",33559,2020-10-05,103
805269,"JACHE",57803,2020-12-24,103
474691,"JACHE",22593,2020-11-11,103
386548,"JACHE",49962,2020-09-27,103
934112,"JACHE",91281,2020-11-10,103
851860,"JACHE",92605,2020-12-13,103
200397,"JACHE",27179,2020-12-09,103
406690,"JACHE",94326,2020-12-22,103
567500,"JACHE",68765,2020-09-17,103
616582,"JACHE",96243,2020-12-18,103
239469,"JACHE",12626,2020-12-10,103
189326,"JACHE",19293,2020-10-30,103
163439,"JACHE",15883,2020-11-21,103
202911,"JACHE",44436,2020-11-16,103
666721,"JACHE",98261,2020-12-14,103
89999,"JACHE",92346,2020-10-16,103
707479,"JACHE",37813,2020-12-16,103
66149,"JACHE",74868,2020-11-17,103
194825,"JACHE",36312,2020-11-07,103
220405,"JACHE",69360,2020-09-09,103
2543,"JACHE",80486,2020-10-18,103
765282,"JACHE",58290,2020-09-26,103
371541,"JACHE",82534,2020-09-05,103
378372,"JACHE",40550,2020-09-29,103
162675,"JACHE",80319,2020-12-21,103
361060,"JACHE",96610,2020-10-22,103
114219,"JACHE",28565,2020-12-04,103
255313,"JACHE",90952,2020-12-17,103
110077,"JACHE",57000,2020-12-27,103
789128,"JACHE",84936,2020-11-03,103
513171,"JACHE",98165,2020-09-30,103
113816,"JACHE",21003,2020-09-22,103
585529,"JACHE",16347,2020-11-03,103
529526,"JACHE",43256,2020-12-06,103
795716,"JACHE",50225,2020-12-29,103
982994,"JACHE",61502,2020-12-15,103
89183,"JACHE",52955,2020-12-01,103
277428,"JACHE",71447,2020-11-07,103
367359,"JACHE",32421,2020-10-05,103
230578,"JACHE",55642,2020-12-21,103
93858,"JACHE",75550,2020-09-22,103
57794,"JACHE",74606,2020-10-27,103
937046,"JACHE",67965,2020-09-03,103
850554,"JACHE",56718,2020-12-06,103
988910,"JACHE",89839,2020-11-29,103
880846,"JACHE",18491,2020-09-03,103
322470,"JACHE",43190,2020-10-05,103
333623,"JACHE",87174,2020-11-30,103
377742,"JACHE",43459,2020-11-13,103
83005,"JACHE",63830,2020-10-11,103
383643,"JACHE",24596,2020-09-24,103
95482,"JACHE",32919,2020-09-21,103
110701,"JACHE",95333,2020-09-29,103
984500,"JACHE",23571,2020-09-07,103
430558,"JACHE",37162,2020-09-13,103
837822,"JACHE",80158,2020-09-18,103
466432,"JACHE",74991,2020-10-10,103
322404,"JACHE",78481,2020-12-20,103
781200,"JACHE",44051,2020-09-23,103
33603,"JACHE",23218,2020-12-28,103
227183,"JACHE",37162,2020-12-24,103
406483,"JACHE",38799,2020-10-28,103
566167,"JACHE",55564,2020-09-22,103
72616,"JACHE",90680,2020-12-02,103
284168,"JACHE",76083,2020-11-27,103
411825,"JACHE",45037,2020-10-16,103
658220,"JACHE",93292,2020-09-28,103
874027,"JACHE",89291,2020-11-09,103
124984,"JACHE",66489,2020-09-20,103
232224,"JACHE",50939,2020-10-02,103
825731,"JACHE",84909,2020-11-06,103
911018,"JACHE",17755,2020-10-07,103
590028,"JACHE",95443,2020-11-28,103
71056,"JACHE",28095,2020-10-30,103
644232,"JACHE",50574,2020-11-15,103
356234,"JACHE",48856,2020-11-19,103
473563,"JACHE",42559,2020-12-02,103
733427,"JACHE",11783,2020-11-19,103
918691,"JACHE",28468,2020-09-29,103
769139,"JACHE",21228,2020-12-30,103
766743,"JACHE",67400,2020-12-11,103
780506,"JACHE",90803,2020-12-01,103
326804,"JACHE",15209,2020-11-22,103
251207,"JACHE",38086,2020-10-21,103
39378,"JACHE",24450,2020-12-23,103
13524,"JACHE",91526,2020-11-11,103
299046,"JACHE",17938,2020-10-12,103
799221,"JACHE",26125,2020-10-30,103
610282,"JACHE",69951,2020-09-30,103
234804,"JACHE",23696,2020-10-26,103
954866,"JACHE",33510,2020-10-05,103
757246,"JACHE",60623,2020-10-09,103
149444,"JACHE",12254,2020-10-25,103
625762,"JACHE",74465,2020-09-08,103
692719,"JACHE",45056,2020-09-22,103
93789,"JACHE",71209,2020-09-04,103
671628,"JACHE",13671,2020-12-26,103
119860,"JACHE",88294,2020-11-21,103
400200,"JACHE",60471,2020-12-25,103
555217,"JACHE",22954,2020-09-28,103
874008,"JACHE",62012,2020-11-29,103
443409,"JACHE",48101,2020-11-30,103
37533,"JACHE",50843,2020-11-19,103
957419,"JACHE",55423,2020-09-24,103
625725,"JACHE",11907,2020-11-05,103
286962,"JACHE",92417,2020-09-25,103
470395,"JACHE",48101,2020-09-08,103
405107,"JACHE",50750,2020-09-27,103
172881,"JACHE",58865,2020-12-20,103
458462,"JBCGI",63631,2020-12-05,94
370213,"JBCGI",22189,2020-10-07,94
907508,"JBCGI",88200,2020-03-05,94
622804,"JBCGI",75877,2020-10-18,94
485547,"JBCGI",32520,2020-10-05,94
453789,"JBCGI",32620,2020-01-23,94
829900,"JBCGI",21910,2020-01-28,94
440935,"JBCGI",98506,2020-09-11,94
847793,"JBCGI",62746,2020-03-08,94
815547,"JBCGI",41908,2020-12-02,94
458363,"JBCGI",22863,2020-01-12,94
910589,"JBCGI",56466,2020-09-01,94
330472,"JBCGI",11972,2020-02-04,94
834093,"JBCGI",36711,2020-11-16,94
515327,"JBCGI",58138,2020-03-31,94
905118,"JBCGI",51516,2020-09-17,94
356876,"JBCGI",72473,2020-10-26,94
885055,"JBCGI",13587,2020-01-14,94
211465,"JBCGI",37920,2020-01-16,94
582666,"JBCGI",73861,2020-11-21,94
419320,"JBCGI",64753,2020-09-10,94
304069,"JBCGI",35518,2020-10-10,94
785113,"JBCGI",16480,2020-02-10,94
796284,"JBCGI",56397,2020-12-13,94
828777,"JBCGI",80716,2020-12-11,94
633385,"JBCGI",73145,2020-12-19,94
556920,"JBCGI",55388,2020-10-16,94
660160,"JBCGI",92062,2020-02-25,94
272897,"JBCGI",92198,2020-10-01,94
861118,"JBCGI",58232,2020-09-29,94
718103,"JBCGI",77083,2020-12-18,94
388637,"JBCGI",56942,2020-01-10,94
394853,"JBCGI",58290,2020-02-24,94
777015,"JBCGI",21348,2020-01-07,94
999020,"JBCGI",28993,2020-09-01,94
91518,"JBCGI",93216,2020-12-30,94
261983,"JBCGI",66513,2020-03-17,94
337664,"JBCGI",59023,2020-02-25,94
237324,"JBCGI",81669,2020-09-02,94
346155,"JBCGI",93541,2020-12-26,94
602504,"JBCGI",57790,2020-02-19,94
689078,"JBCGI",64487,2020-11-09,94
530377,"JBCGI",82995,2020-09-18,94
516655,"JBCGI",53462,2020-10-15,94
960638,"JBCGI",87004,2020-09-23,94
548481,"JBCGI",51129,2020-02-16,94
247323,"JBCGI",88182,2020-10-09,94
29374,"JBCGI",40886,2020-11-12,94
605415,"JBCGI",20242,2020-03-19,94
823905,"JBCGI",69304,2020-02-12,94
137155,"JBCGI",21565,2020-10-19,94
823137,"JBCGI",44250,2020-01-30,94
577312,"JBCGI",81715,2020-01-27,94
526601,"JBCGI",28164,2020-01-20,94
85771,"JBCGI",65738,2020-03-16,94
501593,"JBCGI",58232,2020-09-06,94
767568,"JBCGI",28128,2020-10-18,94
741422,"JBCGI",90407,2020-09-25,94
95257,"JBCGI",68283,2020-10-09,94
167147,"JBCGI",44701,2020-10-10,94
116259,"JBCGI",84774,2020-11-26,94
186644,"JBCGI",65304,2020-09-07,94
657037,"JBCGI",30972,2020-03-29,94
491346,"JBCGI",43116,2020-02-26,94
615072,"JBCGI",19401,2020-01-22,94
216164,"JBCGI",19394,2020-12-25,94
551929,"JBCGI",58485,2020-03-23,94
579666,"JBCGI",36111,2020-09-25,94
541835,"JBCGI",95857,2020-01-23,94
744622,"JBCGI",60033,2020-10-24,94
90391,"JBCGI",28488,2020-10-22,94
790494,"JBCGI",63418,2020-01-14,94
772821,"JBCGI",56369,2020-03-28,94
27885,"JBCGI",24059,2020-03-10,94
544023,"JBCGI",91713,2020-12-18,94
625325,"JBCGI",79475,2020-02-21,94
90526,"JBCGI",19611,2020-11-22,94
295209,"JBCGI",46554,2020-11-10,94
559160,"JBCGI",72243,2020-01-21,94
695064,"JBCGI",73301,2020-03-19,94
820451,"JBCGI",21370,2020-10-02,94
470145,"JBCGI",68653,2020-01-31,94
434891,"JBCGI",46854,2020-10-10,94
708939,"JBCGI",38574,2020-01-02,94
471958,"JBCGI",37742,2020-09-26,94
380164,"JBCGI",66950,2020-11-08,94
329248,"JBCGI",35751,2020-03-13,94
477642,"JBCGI",57229,2020-10-16,94
606486,"JBCGI",57360,2020-01-24,94
339316,"JBCGI",65265,2020-12-25,94
594691,"JBCGI",16006,2020-03-29,94
739310,"JBCGI",91548,2020-09-15,94
451939,"JBCGI",59305,2020-03-28,94
305842,"JBCGI",62974,2020-01-18,94
978667,"JBCGI",18491,2020-11-24,94
185872,"JBCGI",80555,2020-10-17,94
240114,"JBCGI",47742,2020-03-18,94
300178,"JBCGI",73643,2020-02-11,94
141539,"JBCGI",85339,2020-12-18,94
533849,"JBCGI",81184,2020-09-16,94
356661,"JBCGI",67323,2020-02-19,94
388000,"JBCGI",54966,2020-12-23,94
348363,"JBCGI",93447,2020-01-18,94
332965,"JBCGI",73414,2020-03-04,94
975795,"JBCGI",78704,2020-12-05,94
874979,"JBCGI",16797,2020-12-26,94
499260,"JBCGI",45069,2020-12-26,94
10215,"JBCGI",79379,2020-09-24,94
907847,"JBCGI",52753,2020-02-03,94
416769,"JBCGI",37670,2020-11-24,94
828097,"JBCGI",30183,2020-09-30,94
243653,"JBCGI",60848,2020-11-29,94
813071,"JBCGI",32443,2020-10-24,94
441774,"JBCGI",93319,2020-11-18,94
495165,"JBCGI",92181,2020-03-06,94
967891,"JBCGI",95750,2020-02-14,94
805285,"JBCGI",28565,2020-12-09,94
2722,"JBCGI",37640,2020-09-15,94
784665,"JBCGI",86453,2020-10-14,94
11236,"JBCGI",42417,2020-11-16,94
866728,"JBCGI",92671,2020-03-02,94
558176,"JBCGI",82172,2020-11-28,94
668781,"JBCGI",44840,2020-09-21,94
164917,"JBCGI",45937,2020-03-26,94
16322,"JBCGI",36054,2020-03-30,94
392147,"JBCGI",45901,2020-11-01,94
436299,"JBCGI",56369,2020-09-04,94
940024,"JBCGI",40406,2020-03-02,94
843715,"JBCGI",65394,2020-01-01,94
756996,"JBCGI",54117,2020-03-22,94
688620,"JBCGI",57722,2020-03-20,94
994399,"JBCGI",36108,2020-02-23,94
466058,"JBCGI",50311,2020-10-06,94
736660,"JBCGI",10904,2020-10-06,94
171694,"JBCGI",71834,2020-09-15,94
290753,"JBCGI",25544,2020-09-04,94
624171,"JBCGI",17849,2020-11-05,94
750856,"JBCGI",90592,2020-01-23,94
240259,"JBCGI",75109,2020-10-16,94
194445,"JBCGI",66186,2020-01-07,94
77080,"JBCGI",84183,2020-11-14,94
673536,"JBCGI",69175,2020-11-28,94
390035,"JBCGI",31502,2020-03-21,94
58927,"JBCGI",72802,2020-10-27,94
513441,"JBCGI",44011,2020-02-10,94
615680,"JBCGI",49425,2020-09-18,94
249484,"JBCGI",30943,2020-03-09,94
188091,"JBCGI",79770,2020-10-25,94
695334,"JBCGI",50485,2020-01-31,94
348745,"JBCGI",55130,2020-11-22,94
111281,"JBCGI",82547,2020-11-29,94
587995,"JBCGI",17421,2020-11-23,94
500591,"JBCGI",29229,2020-12-06,94
766090,"JBCGI",69816,2020-10-10,94
827612,"JBCGI",18452,2020-09-05,94
817712,"JBCGI",62339,2020-12-08,94
958247,"JBCGI",87433,2020-12-13,94
892087,"JBCGI",32994,2020-02-08,94
862473,"JBCGI",17285,2020-01-17,94
215944,"JBCGI",57029,2020-09-12,94
100624,"JBCGI",33757,2020-11-08,94
89744,"JBCGI",23187,2020-09-17,94
676595,"JBCGI",59706,2020-11-27,94
397264,"JBCGI",49151,2020-03-21,94
442983,"JBCGI",77237,2020-12-26,94
186325,"JBCGI",21314,2020-12-16,94
201916,"JBCGI",32594,2020-12-02,94
210152,"JBCGI",50424,2020-09-06,94
790654,"JBCGI",11722,2020-01-04,94
455377,"JBCGI",14059,2020-11-12,94
925089,"JBCGI",50509,2020-11-29,94
638664,"JBCGI",72891,2020-12-01,94
639099,"JBCGI",99156,2020-12-31,94
998138,"JBCGI",34495,2020-12-20,94
238382,"JBCGI",15383,2020-11-13,94
504985,"JBCGI",96727,2020-12-17,94
902592,"JBCGI",58083,2020-10-18,94
263235,"JBCGI",91613,2020-10-15,94
615001,"JBCGI",49383,2020-02-29,94
662768,"JBCGI",31393,2020-03-19,94
548339,"JBCGI",57913,2020-01-01,94
128456,"JBCGI",17308,2020-03-10,94
24881,"JBCGI",33841,2020-12-07,94
878990,"JBCGI",73234,2020-01-26,94
793462,"JBCGI",57892,2020-02-17,94
827832,"JBCGI",17031,2020-10-27,94
408068,"JBCGI",42682,2020-02-14,94
208486,"JBCGI",38726,2020-10-09,94
42251,"JBCGI",63353,2020-10-19,94
401383,"JBCGI",76417,2020-02-09,94
737759,"JBCGI",72219,2020-02-23,94
996953,"JBCGI",34321,2020-11-01,94
808662,"JBCGI",87297,2020-10-17,94
8769,"JBCGI",14520,2020-09-05,94
803340,"JBCGI",22348,2020-01-01,94
187604,"JBCGI",81885,2020-12-18,94
18920,"JBCGI",26020,2020-12-03,94
862637,"JBCGI",98162,2020-03-31,94
596260,"JBCGI",80950,2020-01-30,94
519524,"JBCGI",76260,2020-10-19,94
195807,"JBCGI",42431,2020-11-01,94
166720,"JBCGI",47967,2020-09-28,94
488050,"JBCGI",50256,2020-09-05,94
59223,"JBCGI",14929,2020-10-11,94
967890,"JBCGI",31805,2020-11-30,94
335961,"JBCGI",26672,2020-11-22,94
404391,"JBCGI",50750,2020-12-17,94
820004,"JBCGI",66284,2020-02-17,94
433529,"JBCGI",72355,2020-01-02,94
334066,"JBCGI",86353,2020-03-20,94
538806,"JBCGI",23514,2020-01-29,94
446544,"JBCGI",45518,2020-02-25,94
982255,"JBCGI",88723,2020-11-05,94
912241,"JBCGI",57469,2020-03-26,94
